
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF19abzkiuv,SN2019qjb,23:17:18.64,-05:24:14.0,757.77,r,17.8073,-19.33,24.373,12.417,11.956,SN Ia,0.059,-58.79191785,0.113
ZTF19abzlmwn,SN2019qhp,05:47:45.84,+50:12:38.7,759.99,r,16.9109,-18.95,23.01,10.753,12.257,SN Ia,0.026,11.19616702,0.736
ZTF19abzwaen,SN2019qfi,21:51:07.89,+12:25:38.4,750.76,r,17.7438,-17.87,25.213,8.129,17.084,SN Ic-BL,0.0285,-31.03887197,0.19
ZTF19abzqwpr,SN2019qqw,02:21:57.66,+28:28:11.6,763.87,r,18.1354,-18.12,25.652,18.089,7.563,SN II,0.037,-30.31495641,0.276
ZTF19abztknu,SN2019qvt,03:09:01.53,+24:02:38.1,781.82,r,18.187,-19.05,46.974,30.008,16.966,SN Ib,0.0535,-29.00350059,0.481
ZTF19abzulhk,SN2019qwi,23:38:54.09,+38:11:38.5,765.65,r,18.2612,-18.89,22.579,13.552,9.027,SN Ia,0.054,-22.50537307,0.363
ZTF19abzzhgx,SN2019qnp,06:46:31.91,+41:48:24.4,759.99,r,18.1736,-19.45,24.856,9.912,14.944,SN Ia,0.065,16.84419589,0.433
ZTF19abnhegb,SN2019qla,00:11:41.20,-09:40:17.4,757.82,r,18.3079,-19.11,33.106,15.565,17.541,SN Ia,0.0674,-70.18288011,0.092
ZTF19abzrhgq,AT2019qiz,04:46:37.88,-10:13:34.8,763.96,g,15.7882,-18.64,29.951,7.76,22.191,TDE,0.0151,-32.32289636,0.302
ZTF19abzsitm,SN2019qky,00:19:53.08,-23:23:51.6,760.84,g,17.4698,-19.09,25.828,11.64,14.188,SN Ia,0.046,-81.95234677,0.047
ZTF19abzsjpn,SN2019qul,23:45:54.41,-08:29:19.2,760.84,g,17.7049,-19.81,28.658,11.042,17.616,SN Ia,0.07,-65.75651836,0.075
ZTF19acaotrk,SN2019qwp,01:57:02.45,+07:17:31.2,759.90,g,18.2311,-19.56,21.728,6.23,15.498,SN Ia,0.075,-52.09146074,0.177
ZTF19acapeun,SN2019qym,03:00:00.41,+30:59:18.3,766.99,r,16.2527,-18.88,23.545,9.95,13.595,SN Ia,0.01991,-24.28339353,0.561
ZTF19abzfmak,SN2019qfq,17:51:08.75,+24:48:12.5,760.63,g,18.2632,-19.53,25.764,12.433,13.331,SN Ia,0.074,23.66450987,0.202
ZTF19abzzhsa,SN2019qvy,07:22:11.78,+52:11:53.9,760.01,r,17.8284,-18.55,23.006,9.022,13.984,SN Ia,0.041,25.67602137,0.16
ZTF19acaiylt,SN2019qpr,08:06:54.36,+39:00:23.7,760.01,r,18.3969,-19.14,28.01,11.009,17.001,SN Ia,0.07,30.70661285,0.141
ZTF19acaxcwg,SN2019rhj,23:46:16.03,+18:11:36.7,764.86,g,17.1188,-19.12,26.063,7.64,18.423,SN Ia,0.037,-42.00297466,0.183
ZTF19acazaug,SN2019rhx,20:21:29.23,+59:44:26.3,766.64,r,16.9367,-18.93,23.939,8.926,15.013,SN Ia,0.02541,12.83513647,0.804
ZTF19acbacvu,SN2019rij,00:34:05.63,+05:21:14.5,771.77,r,17.5374,-18.42,30.017,15.102,14.915,SN Ia,0.035,-57.24802701,0.072
ZTF19acbhvgi,SN2019roa,07:49:16.06,+09:11:32.8,759.01,g,18.2917,-17.41,46.644,8.612,38.032,SN IIP,0.031,16.98888824,0.055
ZTF19acbkczc,SN2019rhm,20:41:30.20,+13:04:23.1,767.69,r,16.8585,-19.12,21.852,10.843,11.009,SN Ia,0.0326,-17.30014739,0.285
ZTF19acbmqpu,SN2019rlx,05:48:19.62,-16:23:47.5,767.98,g,16.9903,-19.56,27.662,7.89,19.772,SN Ia,0.041,-21.15358318,0.255
ZTF19acapech,SN2019qvr,03:41:21.69,+22:49:20.8,836.92,r,18.1105,-19.92,>109.673,42.933,>66.74,SN IIn,0.075,-25.34798442,0.548
ZTF19acbjlnt,SN2019rhk,22:26:03.93,+21:44:39.6,763.67,r,18.3726,-18.66,21.179,8.012,13.167,SN Ia-91T,0.056,-29.79735893,0.124
ZTF19acbmxky,SN2019rnp,08:10:01.64,+29:01:52.0,759.97,g,18.3206,-18.42,24.58,6.936,17.644,SN II,0.048,28.87670557,0.119
ZTF19acbpqvc,SN2019rpr,20:55:29.81,+22:07:26.6,771.59,r,16.5346,-19.36,25.956,9.053,16.903,SN Ia,0.03,-14.65972496,0.397
ZTF19acbpzir,SN2019rqb,18:50:29.84,+80:11:11.2,770.81,r,17.8526,-19.63,22.185,11.343,10.842,SN Ia,0.066,26.73957127,0.223
ZTF19acbqzvu,SN2019san,21:43:56.18,+33:34:25.8,773.62,g,18.3881,-19.49,27.374,9.38,17.994,SN Ia,0.065,-14.75721854,0.51
ZTF19acbunmk,SN2019rpe,03:04:19.88,-02:18:22.3,769.98,g,16.504,-19.15,20.532,7.281,13.251,SN Ia,0.028,-49.66358538,0.197
ZTF19acbykmk,SN2019rqo,00:14:56.46,-23:28:53.8,769.84,r,17.855,-19.32,36.006,9.148,26.858,SN Ia,0.061,-80.984744,0.063
ZTF19acblnop,SN2019rev,01:20:47.99,-03:39:28.6,768.69,r,18.4477,-18.79,21.398,14.956,6.442,SN Ia,0.06217,-65.50357091,0.095
ZTF19accjfgv,SN2019rta,08:28:49.31,+75:19:41.0,759.93,g,17.9599,-17.46,7.619,1.35,6.269,SN IIb,0.027,32.27917573,0.069
ZTF19abzpvaj,SN2019tlv,00:19:22.34,+21:46:32.9,785.71,g,18.3254,-18.23,>54.273,>18.05,36.223,SN IIn,0.044,-40.48462375,0.127
ZTF19acbiwjk,SN2019rhw,18:08:09.14,+51:41:10.8,767.67,g,18.3802,-19.74,23.278,9.29,13.988,SN Ia,0.09,27.47574287,0.12
ZTF19acbpwwg,SN2019rwf,18:24:14.13,+46:58:31.7,770.70,r,18.2042,-19.90,26.61,10.99,15.62,SN Ia,0.09,23.90753091,0.156
ZTF19acbrzzr,SN2019rom,23:57:04.95,-07:21:37.0,797.61,r,18.4789,-17.18,104.77,40.904,63.866,SN II,0.03,-66.39977009,0.112
ZTF19acbswdq,SN2019rmr,00:28:20.61,-00:51:30.6,766.85,g,17.8677,-19.51,25.141,7.961,17.18,SN Ia,0.0667,-63.15169019,0.052
ZTF19accmboe,SN2019sen,18:10:16.57,+50:10:48.4,773.62,g,17.0488,-19.59,23.508,8.363,15.145,SN Ia,0.046,26.87448674,0.115
ZTF19accmxtw,SN2019ruh,22:25:40.75,+18:35:12.8,771.77,r,18.1969,-19.04,24.276,10.368,13.908,SN Ia,0.06,-32.22820822,0.183
ZTF19acbmddl,SN2019rlt,04:45:49.81,-13:16:34.8,769.93,r,18.1123,-18.57,29.136,11.583,17.553,SN Ia-pec,0.039,-33.78238034,0.654
ZTF19acchaza,SN2019shx,02:32:02.85,+46:05:50.4,769.96,r,18.3592,-17.86,22.431,10.512,11.919,SN II,0.035,-13.30201201,0.378
ZTF19acchjle,SN2019rsx,03:47:10.86,-10:59:40.7,775.88,g,17.8128,-19.84,24.751,12.096,12.655,SN Ia,0.072,-45.73317448,0.136
ZTF19acctwpz,SN2019rwd,00:10:45.89,+21:08:20.7,762.68,g,18.0904,-16.47,33.194,1.191,32.003,SN II,0.017,-40.73918067,0.195
ZTF19acazbqm,SN2019roz,01:14:29.23,+37:02:57.8,767.63,r,17.0787,-18.64,19.026,10,9.026,SN Ia,0.03,-25.5939887,0.188
ZTF19acbkyma,SN2019sgo,22:17:10.41,+11:55:39.0,761.75,g,18.4949,-19.84,25.574,7.33,18.244,SN Ia,0.096,-35.91658802,0.181
ZTF18accjdgs,SN2019ses,00:19:54.37,+15:57:40.5,773.66,g,18.3152,-19.67,23.027,8.009,15.018,SN Ia,0.0828,-46.23646429,0.154
ZTF19acdihrz,SN2019sck,04:00:45.49,-07:02:18.4,775.86,r,18.2449,-19.24,26.601,13.261,13.34,SN Ia,0.066,-40.88471869,0.234
ZTF19acbzgog,AT2019rsi,00:42:23.53,+41:11:52.2,764.66,g,17.909,-6.702,4.078,3.083,0.995,nova,0.00017,-21.64163305,0.17
ZTF19acclzaw,SN2019sfv,18:52:12.11,+32:16:50.0,773.61,g,18.2552,-19.56,22.825,9.475,13.35,SN Ia,0.07,13.94670871,0.326
ZTF19acbmjrp,SN2019rnm,04:18:16.76,-00:07:51.9,769.94,r,18.4963,-19.59,25.159,10.187,14.972,SN Ia,0.085,-33.53945108,0.283
ZTF19acchtyp,SN2019tah,03:55:10.13,+25:20:34.4,775.87,r,18.1846,-19.33,24.181,9.732,14.449,SN Ia,0.06,-21.36082645,0.514
ZTF19acdtpow,SN2019skr,10:22:44.99,+52:27:21.3,777.03,g,18.2364,-19.39,36.451,9.408,27.043,SN Ia,0.075,52.53156151,0.043
ZTF19acbpnii,SN2019rwt,21:27:53.36,-24:36:32.4,770.74,r,17.6986,-19.48,21.273,9.318,11.955,SN Ia,0.06,-44.45385455,0.111
ZTF19aceckht,SN2019smw,11:13:13.44,+44:46:45.0,805.05,r,18.3696,-16.34,>71.955,>39.04,32.915,SN IIP,0.02,63.61094631,0.039
ZTF19acekbyz,SN2019sla,08:08:28.74,+01:28:26.3,780.00,g,18.3302,-18.92,22.298,10.306,11.992,SN Ia,0.062,17.77043516,0.082
ZTF19acelcan,SN2019slq,22:15:03.61,-12:32:34.1,785.73,g,16.6408,-19.90,24.435,11.932,12.503,SN Ia,0.044,-50.64811623,0.115
ZTF19aceshib,SN2019sna,23:18:56.50,-10:10:35.0,792.65,r,18.0943,-18.57,30.208,18.428,11.78,SN II,0.048,-62.39583282,0.081
ZTF19acexijn,SN2019spa,03:08:32.22,-10:02:26.8,787.86,g,16.7536,-18.21,25.596,12.272,13.324,SN Ia,0.02,-53.48250441,0.238
ZTF19aceqxtg,SN2019tjb,10:42:08.98,+09:23:30.7,786.02,r,18.0685,-19.32,>27.125,>9,18.125,SN Ia,0.067,54.72785298,0.079
ZTF19acetxvq,SN2019soh,23:54:22.10,+34:21:01.4,782.65,g,17.8708,-19.51,25.077,7.227,17.85,SN Ia,0.063,-27.05342496,0.158
ZTF19acfejbj,SN2019sox,21:31:24.72,+02:29:39.0,791.62,r,16.3,-17.19,19.62,11.49,8.13,SN II,0.01091,-33.47745642,0.157
ZTF19acewotx,SN2019sql,01:15:20.10,+25:02:13.2,782.66,g,18.4766,-19.42,28.59,15.054,13.536,SN Ia,0.0764,-37.51753247,0.231
